本基金收益率数据由邢不行整理，包含了2008年-2021年所有主动偏股型基金，并剔除当年新上市基金，同一个基金的A类/C类份额中只取A类。,,,,,,,,,,,,,,
基金代码,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
519035.OF,-0.515213342,0.668801464,0.060526316,-0.234801489,0.089717605,-0.014507129,0.279063916,0.694963604,-0.275027567,0.32724944,-0.318395657,0.757809043,0.675105126,0.118464103
217010.OF,,0.669087137,0.101416265,-0.360925817,0.052451539,0.148429035,0.594339623,0.283431953,-0.201504798,0.081850534,-0.247368421,0.598776224,0.814106069,-0.029534826
398011.OF,-0.535981796,0.669799754,0.038301518,-0.179139658,0.045513281,0.077313925,0.074824729,0.194259962,-0.40327706,0.316858046,-0.23631998,0.68806884,0.372375945,0.125488242
660001.OF,,0.672081925,0.178735958,-0.224033864,0.141226387,0.416305214,0.130625,0.501437258,-0.203343029,0.153479989,-0.30542089,0.318989386,0.621053092,0.08279568
000001.OF,-0.440216511,0.673687065,0.03558745,-0.244519393,0.072544643,0.157127992,0.152687542,0.258620967,-0.22716504,0.171081632,-0.19047619,0.259742051,0.276591619,-0.074009082
090006.OF,-0.565174129,0.675057209,0.12568306,-0.240291262,-0.022364217,0.029411765,0.022222222,0.299689441,-0.081242533,-0.066319896,-0.061281337,0.097922849,0.152702703,0.079729681
040008.OF,-0.52811666,0.676025045,-0.028802121,-0.258716962,-0.017073987,0.085831063,0.295639899,0.412904007,-0.090729952,0.542824837,-0.189996336,0.43210435,0.405759714,0.037564786
400007.OF,,0.676542921,-0.016554904,-0.109524824,0.10066204,-0.019566635,0.463892379,0.5022974,-0.170671865,0.15254306,-0.207989029,0.31615166,0.779861697,-0.001952089
240005.OF,-0.377918678,0.678547854,-0.092196648,-0.263770365,-0.006743941,0.122002971,0.176059001,0.258240875,-0.024961407,0.070467994,-0.24147228,0.410814967,0.253187343,0.039317034
090001.OF,-0.496492986,0.67960199,0.069549763,-0.263764263,0.011284984,0.011605416,0.314163848,0.490654729,0.025184951,0.035252879,-0.211073926,0.229379816,0.54813521,0.100074581
160910.OF,-0.577677225,0.6875,0.044444445,-0.300911854,0.110144928,-0.026109661,0.306970509,0.226666667,-0.200668896,0.283924023,-0.17679407,0.356562137,0.36407486,0.167460759
270002.OF,-0.516771355,0.688966025,0.06576191,-0.212055983,0.05704562,0.126331928,0.000942508,0.495232754,0.005527369,0.206122262,-0.077787959,0.311948464,0.276217392,-0.027061333
160603.OF,-0.517502365,0.690196079,0.113689095,-0.239583333,0.024657534,0.061497326,0.27581864,0.426186986,-0.074142418,0.02265625,-0.209320092,0.492671968,0.799196788,0.014232205
163402.OF,-0.406764879,0.69322844,-0.027740372,-0.181489422,0.054708631,0.0799627,0.364110159,0.430674614,-0.017829318,0.25285296,-0.17635344,0.4269107,0.480027551,0.037426171
050008.OF,-0.483033932,0.693693693,-0.034647134,-0.137580794,0.102783726,0.037481612,0.221598538,0.207208843,-0.213006597,0.015568862,-0.295990566,0.309882747,0.437340153,-0.070266153
320003.OF,-0.533512064,0.69630974,-0.026836662,-0.277233165,-0.034858664,0.123982138,0.218859547,0.41309558,-0.10936228,0.072745277,-0.197969183,0.2583444,0.465841131,0.483973544
540004.OF,,0.697986598,-0.006940777,-0.262022335,0.127136092,0.211219051,0.018550066,0.469522393,-0.177932343,0.147834782,-0.120552168,0.595016763,0.416423828,0.018636207
160613.OF,,0.701353811,-0.073765616,-0.312780989,0.112149532,0.147058824,0.300115384,0.449871128,-0.052232535,0.170325511,-0.172424541,0.518939394,0.326679057,0.068549129
110013.OF,,0.701378565,0.016880486,-0.232294083,0.046961326,0.238080984,0.184302175,0.912257531,-0.148152221,0.25209713,-0.255264985,0.607363343,0.648368223,0.275205357
481006.OF,-0.475237712,0.702965484,-0.05899705,-0.179997977,0.101985448,-0.174910475,0.167638681,0.070271706,-0.158609452,0.178825048,-0.244687842,0.390081205,0.736920541,0.214368482
100029.OF,,0.704241809,0.14518821,-0.172859832,0.077165292,0.219754967,0.177591003,0.471595509,-0.123666441,0.133178587,-0.232109188,0.434563393,0.685694688,0.135271878
310368.OF,,0.705061924,0.036953333,-0.268381369,0.100540779,0.098876855,0.308359189,0.261700495,-0.213721046,0.297648349,-0.301071096,0.429983342,0.572027646,0.355076288
270006.OF,-0.532654473,0.7075156,0.183714652,-0.244065195,0.072209509,0.062050431,0.10367669,0.440488232,-0.170029493,0.139545378,-0.357768648,0.515375722,0.548774285,0.14974193
519039.OF,-0.484045977,0.709142756,0.043378519,-0.25134919,-0.048191163,0.167601683,0.440960961,0.291847282,-0.101051816,0.09690618,-0.256724036,0.3219757,0.390809191,0.149415107
270007.OF,-0.546309278,0.709325577,0.036584069,-0.389863548,-0.039515722,0.220063025,0.141627206,0.318627451,0.009722619,0.131596337,-0.258029532,0.589030513,0.878312864,-0.003691705
550003.OF,,0.710344828,0.207949309,-0.2327134,0.080174021,0.092059839,0.11412646,0.582345971,-0.077873456,0.278541516,-0.230647082,0.402463436,0.315453533,0.025199579
100026.OF,-0.467506819,0.710526316,0.072379969,-0.247113606,0.060146374,0.331492406,0.243449094,0.717134116,-0.091571039,0.252948664,-0.198864743,0.463520824,0.553656211,0.145340984
162204.OF,-0.484355024,0.710925267,0.127346767,-0.239918991,0.021175329,0.202731695,0.097578269,0.124688921,-0.301159774,0.246751829,-0.253758356,0.590322328,0.916738408,0.097459916
090003.OF,-0.585517121,0.712328767,0.057846154,-0.296684119,0.066501241,-0.050100822,0.19431744,0.131802023,-0.106789079,0.24492832,-0.22596415,0.322947368,0.405898579,-0.007599309
162202.OF,-0.405245504,0.71493694,0.095101754,-0.285871839,0.076460041,0.126353361,0.192669272,0.288725534,-0.107896364,0.104075187,-0.281537817,0.478100417,0.687647832,0.482402493
160505.OF,-0.481379851,0.715144078,-0.106076975,-0.096323153,0.171640344,0.025573289,0.613587292,0.211047905,0.033039953,0.319556837,-0.242650103,0.415027537,0.322820037,-0.003280305
519694.OF,-0.500138747,0.716136195,-0.097800302,-0.228516792,0.102401239,0.053962901,0.0888,0.474554985,-0.141849855,0.175688738,-0.155521219,0.494783305,0.495446797,0.063223087
377020.OF,-0.469981453,0.726190476,0.019068429,-0.233661822,0.088834556,0.348382233,-0.123548852,0.412646234,-0.273224283,0.335696263,-0.403247354,0.574134665,0.821791927,0.11952944
070011.OF,-0.51316646,0.726902173,0.199066387,-0.234819917,0.106924644,0.130388035,0.147997993,0.591903046,-0.25008843,0.119865884,-0.321247011,0.422434368,0.542560967,-0.029011949
020003.OF,-0.500589804,0.72693032,0.099950895,-0.189209272,-0.121791172,0.124137931,0.085889571,0.814685861,0.033445174,0.210021606,-0.372854914,0.430348259,0.619130435,-0.015998254
070013.OF,,0.727142224,0.090326714,-0.188400807,0.160771704,0.276514378,0.328014928,0.440052388,-0.099874768,0.278541226,-0.398585647,0.373426574,0.490808243,-0.000395845
550002.OF,-0.480271676,0.731562892,0.097823834,-0.304228809,0.10273618,0.140547826,0.307165938,0.439290388,-0.182562134,0.230665911,-0.273369791,0.481324441,0.603460816,0.386040041
519005.OF,-0.587659158,0.731591449,0.067215364,-0.290488432,-0.016304348,0.099447514,0.204355109,0.21279555,-0.342889908,0.193717277,-0.229532164,0.815939279,0.245559039,0.270717293
162607.OF,-0.553832903,0.731660232,-0.009580956,-0.228563246,0.030581039,0.125714699,0.143619715,0.252700596,-0.083886964,0.309090909,-0.221486762,0.548226046,0.411320755,0.004431366
530001.OF,-0.49939735,0.732642974,0.083874859,-0.207768785,0.009159373,0.158531666,0.132869694,0.549823208,-0.200871098,0.052426681,-0.316276202,0.48981064,0.928580075,0.332466086
481008.OF,,0.733800683,-0.102819641,-0.302064803,-0.019556714,0.035904255,0.476251605,0.071304348,-0.065688397,0.283133186,-0.13632287,0.286604361,0.578495993,0.086924577
110012.OF,,0.733947418,0.168297456,-0.258446901,0.052011776,0.256529851,0.066822126,0.437134952,-0.246115253,0.178386381,-0.191452531,0.357835218,0.608295065,0.241783706
240004.OF,-0.475430032,0.735648229,-0.054589323,-0.211080391,0.012400593,0.111835974,0.318165489,0.547874273,-0.058630201,-0.104925187,-0.236191405,0.384278679,0.48372859,0.25436173
320006.OF,,0.737214588,0.160213584,-0.168051708,0.071032186,0.075647668,0.60982659,0.225613405,0.0703125,0.122718978,-0.264526615,0.213259668,0.562386157,0.266393443
163801.OF,-0.397869252,0.737258769,0.12888368,-0.186381195,0.114706434,0.209591923,0.043448581,0.366049646,-0.128805098,0.097935103,-0.108489567,0.347996638,0.663621201,-0.098411103
161706.OF,-0.56195658,0.737335606,-0.007079274,-0.283072144,0.05592753,0.012681835,0.156537753,0.40995223,-0.217347112,0.215007215,-0.237707838,0.595491141,0.890767652,-0.120743674
560003.OF,-0.568310302,0.738450348,0.012031805,-0.218132947,-0.106174798,0.157396449,0.265720859,0.117843078,-0.226829268,0.004206098,-0.22547993,0.356466876,0.789258029,-0.031939534
160605.OF,-0.488580385,0.73866888,0.035793962,-0.238803395,0.13413506,0.100180061,0.005581395,0.448658649,-0.234993614,0.128547579,-0.306952663,0.754535752,0.850364964,-0.09664613
200008.OF,-0.550067545,0.739350722,-0.173373611,-0.12137823,0.127599525,-0.046107232,0.291258114,0.301283422,-0.109640832,0.357611003,-0.307471283,0.618057193,0.732068802,-0.114209641
519668.OF,,0.7398481,0.092340772,-0.189098484,0.14648152,0.403810159,0.115835638,0.752326923,-0.155733551,0.220212687,-0.291215281,0.597192225,0.704124816,0.03032855
050009.OF,-0.504923903,0.743218806,-0.063916273,-0.306878307,-0.04961832,0.108433735,0.157608696,0.363067293,-0.272101033,0.055205047,-0.307922272,0.611231102,0.762734584,0.080613389
162006.OF,-0.448227453,0.743468562,0.02651045,-0.229396431,0.079590558,0.075292317,0.154265479,0.329455201,-0.226137623,0.25075722,-0.224944504,0.337435027,0.658391498,0.34479069
121003.OF,-0.520833333,0.744664032,-0.036978657,-0.259963024,0.01832061,0.016491754,0.280906409,0.19156286,-0.321464766,0.032143386,-0.160447761,0.456410256,0.528638498,0.12178396
163805.OF,,0.745545521,0.061946706,-0.251365507,0.120554482,0.129588319,0.266722928,0.635353004,-0.144370331,0.270461669,-0.285803725,0.450738629,0.625771044,-0.030734852
162209.OF,-0.578707578,0.74575149,0.068647282,-0.247249497,0.113311331,0.182806324,0.088077336,0.155423933,-0.317733055,0.222067622,-0.315837413,0.654018972,0.600060368,-0.079167453
530005.OF,-0.534284986,0.750775406,-0.028866194,-0.217727224,0.0260631,0.166443851,0.28756447,0.328734199,-0.133650432,0.106944015,-0.254995889,0.433837796,0.458303197,0.037724969
530006.OF,,0.752009354,0.125132623,-0.171697245,0.098663926,0.065045161,0.284003888,0.496215307,-0.187745925,0.130795848,-0.256175997,0.65640599,0.72567699,0.052616864
460005.OF,,0.753567769,0.219815187,-0.262009696,-0.017517667,0.221760713,0.335157546,0.940516308,-0.108783252,0.028292576,-0.231943221,0.856030981,0.734691547,-0.015465322
161610.OF,-0.550136575,0.754147813,-0.039273946,-0.272604824,-0.048275862,0.060869565,-0.005464481,0.710164836,-0.289156627,0.140112994,-0.212091179,0.612578616,0.616224649,-0.050193301
040005.OF,-0.483886196,0.754611976,-0.012951602,-0.224907919,0.053608554,0.165938455,0.124269654,0.617074657,-0.273571523,0.229839817,-0.203458371,0.668981842,0.379315493,0.359701018
160611.OF,-0.530710835,0.754820616,-0.065670612,-0.216989843,0.04654088,0.018028846,0.069657615,0.16777042,-0.134338555,-0.085682074,-0.15782984,0.494875549,0.747081298,-0.097830172
270005.OF,-0.556046065,0.756377,-0.012923077,-0.240149626,0.043485396,0.080987577,0.033604888,0.598733286,-0.206796373,0.084683685,-0.314130768,0.365358795,0.742679196,-0.041921706
161005.OF,-0.473391249,0.758026541,0.193734224,-0.252977114,0.0626776,0.181755673,0.254158775,0.692337039,-0.155228616,0.277674222,-0.269573957,0.621579623,0.586375506,0.006208442
090004.OF,-0.525027655,0.759158223,0.017945609,-0.294583569,0.060239326,0.103244838,0.148222218,0.27244897,0.079114943,0.309954206,-0.209567617,0.392807263,0.505974764,-0.029576592
050010.OF,,0.760793466,0.019770589,-0.163353732,0.06962664,-0.106603774,0.589229144,0.15720363,-0.092980296,0.105906314,-0.308778392,0.856127886,0.708133971,0.206441755
163302.OF,-0.476170491,0.767470845,0.185142627,-0.180860205,-0.00972404,0.119285217,0.049709724,0.424497908,-0.100369728,0.184013608,-0.251644703,0.210664512,0.710166093,0.153366459
070006.OF,-0.472965813,0.770083103,0.178690941,-0.209912622,0.052332196,0.206002882,0.191875449,0.378326467,-0.18546893,0.029050666,-0.305041409,0.354080891,0.617743077,-0.04215601
540002.OF,-0.528818883,0.77026388,0.075760004,-0.25489881,0.007922838,0.249716727,0.550092421,0.170641545,0.007232352,0.175224195,-0.218987192,0.357313853,0.425597905,-0.123957599
340006.OF,-0.44159568,0.770826063,0.039694828,-0.138907693,0.045232411,0.182559552,0.214407651,0.501445957,-0.118982839,-0.007397685,-0.227731698,0.553194801,0.458485744,0.137008664
213008.OF,,0.775316897,-0.038102129,-0.172260985,0.060713065,0.361361685,0.503119423,0.519707805,-0.20979756,-0.159669211,-0.336797192,0.534191139,0.577544809,0.051796114
590002.OF,-0.603143936,0.778048241,-0.109023024,-0.344182148,-0.025985091,0.042204242,0.387956358,0.497656841,-0.271626123,-0.083980044,-0.244780635,0.290264423,0.49899084,0.013671673
519688.OF,-0.488676131,0.781680941,-0.142400795,-0.271350762,0.081327553,0.082814876,0.018460005,0.610312245,0.008609788,0.206932958,-0.1628042,0.584493844,0.550651579,0.035917828
610001.OF,-0.558798812,0.784249965,0.03013386,-0.189814815,-0.00744898,0.095171782,0.290957395,0.20152439,-0.24955595,0.212764159,-0.23809038,0.41270874,0.406048511,-0.041761579
160314.OF,-0.445103858,0.786096257,-0.023952096,-0.199386503,0.052362707,0.226941748,0.228310018,0.525600836,-0.184660015,0.137235116,-0.291038154,0.423028786,0.549692173,0.152671679
288002.OF,-0.432683168,0.787614771,-0.068346268,-0.121529175,0.020613834,0.162477558,0.317374517,0.415298945,-0.074756678,0.120635631,-0.25544238,0.316791846,0.408433489,0.141742381
320005.OF,-0.565549393,0.788899168,0.002792429,-0.226897689,-0.046558165,0.023926123,0.369909811,0.180548628,-0.020954795,-0.013808578,-0.224118316,0.358448004,0.489289273,0.120723296
160610.OF,-0.544048361,0.792362769,-0.035093466,-0.223952079,0.092827004,0.054054054,0.086080586,0.315030496,-0.09457684,0.120445344,-0.194632353,0.316105769,0.710899557,0.140547264
360007.OF,-0.556344697,0.793169691,-0.074633972,-0.210445073,0.052297165,0.172472519,0.303182358,0.496200223,-0.087323899,0.248607945,-0.295768264,0.197351828,0.159241706,-0.105301556
002011.OF,-0.385869565,0.793336804,0.029243739,-0.22330168,0.01978022,0.129310345,0.225826972,0.524649714,-0.196392103,0.023295214,-0.249172185,0.326901874,0.525135023,0.031598846
162208.OF,-0.558410648,0.796832032,-0.103458831,-0.216940182,0.042762082,0.279631761,0.18500654,0.255881338,-0.193485783,0.200037531,-0.324784988,0.666649391,0.751054172,0.197856954
450004.OF,,0.801309195,0.105581008,-0.253720098,0.191076093,0.053516143,0.041141898,0.248387097,-0.372739018,0.238928939,-0.206982544,0.515723271,0.81604426,0.220108194
162102.OF,-0.350307798,0.804784239,0.184739346,-0.309929883,0.004713612,0.135911288,0.260700876,0.533335608,-0.14909732,0.022560393,-0.179722602,0.397356514,0.283550985,0.407194121
121005.OF,-0.517144813,0.805166112,0.016399187,-0.206883102,0.028701572,0.075027128,0.158449522,0.338415471,-0.053333458,0.046153846,-0.17187299,0.493377495,0.608060302,0.038456662
240009.OF,-0.512091983,0.806818996,-0.145054509,-0.313456367,0.062426334,0.389388138,0.136332958,0.914472381,-0.263366081,-0.009967361,-0.179942572,0.463709852,0.674128765,0.198323742
160607.OF,-0.525345622,0.80776699,-0.134264232,-0.099255583,0.093663912,0.019598439,0.461545496,0.192370548,-0.072276564,0.280780781,-0.291806002,0.548330404,0.476623953,0.09464415
375010.OF,-0.572437022,0.807958035,-0.034709249,-0.257632918,0.071323052,-0.182018754,0.28779501,0.360194785,-0.235188345,0.26179482,-0.3708035,0.57807561,0.700982676,0.267947781
257020.OF,-0.581306991,0.809437386,-0.066198596,-0.24231428,0.212702249,0.179104478,0.16421176,0.635517806,-0.138682942,0.296135035,-0.362263408,0.46875,0.58245716,0.111093684
510081.OF,-0.575724104,0.811259864,0.060196027,-0.201463036,-0.042697882,0.195178758,0.2335244,0.376321596,-0.179358432,0.104514256,-0.256407974,0.336488832,0.628843733,0.122969664
519019.OF,-0.554272179,0.812785388,0.204030227,-0.290741984,-0.014218009,-0.001602564,0.083467095,0.513205179,0.014690451,0.303798548,-0.307090912,0.083061889,0.781301512,0.13261118
240010.OF,-0.542033384,0.814777999,-0.090377944,-0.209955841,0.126651423,0.186379524,0.173541152,0.354875283,-0.186132696,0.069477086,-0.32337591,0.248655232,0.412419735,0.314150889
270008.OF,,0.822472281,0.161330822,-0.269136324,0.201219512,0.293147208,-0.085377821,0.701180257,-0.074424472,0.129812606,-0.293727382,0.338599488,0.552791068,0.028350978
070010.OF,-0.524868108,0.824925816,0.191056911,-0.202446566,0.023195876,-0.053736356,0.119787045,0.56150163,-0.166807184,2.79E-05,-0.272279216,0.211151181,0.809371576,-0.060275081
360005.OF,-0.580991077,0.830069979,-0.048165315,-0.187314856,0.162630449,0.0198849,0.297848149,0.520473719,-0.096890283,-0.03831368,-0.279240029,0.337570886,0.571660762,0.031700396
519692.OF,-0.451148501,0.830317626,0.010661648,-0.177038665,0.145809615,0.233223785,0.05111964,0.598896385,-0.064107233,-0.088707816,-0.225740267,0.510746884,0.485047316,0.056806295
240001.OF,-0.417804208,0.832948811,-0.006958771,-0.177782105,0.028292762,0.26395577,0.078773327,0.602665636,-0.179619486,0.069788097,-0.115280812,0.421148774,0.581171999,-0.02640299
121008.OF,,0.834531113,0.034298545,-0.233777502,0.039641109,0.078612898,0.274076229,0.354144369,-0.210629579,0.067690557,-0.250221985,0.544528659,0.731636252,0.135423324
020001.OF,-0.462383587,0.836177474,0.053281834,-0.236899336,0.041939712,0.218867925,0.233648828,0.527309253,-0.009126025,0.259550745,-0.240338855,0.410596026,0.228574059,0.193316002
002031.OF,,0.843023256,0.294952681,-0.142509135,0.033773649,0.181082763,0.089567967,0.422630561,0.041808294,0.132463295,-0.142033996,0.34116857,0.521281923,0.071095444
040007.OF,-0.576762962,0.843070044,0.016899814,-0.298425573,0.034228721,-0.011616438,0.246923162,0.588831585,-0.137676293,-0.001038421,-0.241034303,0.575329566,0.526218552,0.156077454
519021.OF,-0.538300836,0.843897534,0.101122226,-0.237589092,-0.05059022,0.296625222,0.110958904,0.602140777,-0.205766019,0.113545817,-0.273703041,0.47044335,0.546063652,-0.129969447
180010.OF,-0.524322687,0.843963243,0.068269327,-0.262285417,0.021686197,0.323229314,0.111653778,0.356053453,-0.089141073,0.145426003,-0.251443045,0.377241619,0.603743927,-0.066794381
020005.OF,-0.537885875,0.844129554,-0.047200878,-0.198156682,0.024425288,-0.025245442,0.113669065,0.087855297,-0.005938242,0.395459976,-0.241782177,0.54259502,0.701808881,-0.072605541
519690.OF,-0.429294295,0.854601126,-0.037274063,-0.229102573,0.152925193,-0.028542776,0.130252101,0.565201505,-0.179177747,0.552512679,-0.246940524,0.36490203,0.25237412,0.090112732
020009.OF,-0.526865672,0.872474783,-0.030297409,-0.219769674,0.03198032,0.089392134,0.438730853,0.186169668,-0.048544967,0.24631101,-0.303709278,0.434965035,0.574074074,0.213461945
162703.OF,-0.592515854,0.875856685,0.040327429,-0.275216715,0.121319922,-0.01143201,0.153433298,0.223640027,-0.148678995,0.286775362,-0.25996058,0.931893846,0.743180699,0.018619596
519013.OF,-0.56266147,0.876654703,0.078648609,-0.246472248,-0.011235955,0.098484849,0.145977012,-0.110330993,-0.190529876,-0.025069638,-0.312857143,0.577962579,0.619235837,0.079172659
200006.OF,-0.510699665,0.879444762,-0.080534197,-0.165382922,0.041529334,0.015949367,0.051208572,0.266800995,-0.177020958,0.068099136,-0.162001064,0.391972564,0.483073273,-0.08698514
630001.OF,-0.595403604,0.884291726,0.176218831,-0.333966144,0.17280285,0.375291139,0.307948101,0.292762106,-0.050992706,-0.060840589,-0.272404716,0.310995753,0.166057235,0.060546475
360006.OF,-0.565065341,0.89518973,-0.017789356,-0.24151258,0.02467779,0.079660687,0.23191547,0.364855949,-0.132663364,0.188632225,-0.186681238,0.503617648,0.777116533,0.134782947
260104.OF,-0.551280127,0.896752302,0.114240968,-0.192077893,0.026472878,0.704062616,0.070690768,0.14502201,-0.162867958,0.180395566,-0.225971752,0.743088656,0.894084193,-0.109686421
360001.OF,-0.647502168,0.906149479,-0.031992917,-0.210681199,0.083126208,0.130673126,0.169128425,0.502657873,-0.067344396,-0.083516328,-0.274230947,0.370364796,0.368816565,-0.00201984
090007.OF,,0.912294613,0.120448179,-0.269653153,0.020166074,0.241860465,0.262172284,0.437452421,0.038854263,0.293951934,-0.268868682,0.355769231,0.211410864,0.233085157
